Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
Other Services (except Public Administration)       ,1,0,Black/African American only,Less than High School,31,79,6701,79
Other Services (except Public Administration)       ,1,0,Black/African American only,High School,31,91,9323,91
Other Services (except Public Administration)       ,1,0,Black/African American only,Some College,31,96,9914,96
Other Services (except Public Administration)       ,1,0,Black/African American only,Bachelors Degree or more,31,41,3922,41
Other Services (except Public Administration)       ,1,0,Asian only,Less than High School,31,30,3233,30
Other Services (except Public Administration)       ,1,0,Asian only,High School,31,17,1462,17
Other Services (except Public Administration)       ,1,0,Asian only,Some College,31,21,2184,21
Other Services (except Public Administration)       ,1,0,Asian only,Bachelors Degree or more,31,19,1839,19
Other Services (except Public Administration)       ,1,0,Some other race(s),Less than High School,31,60,6572,60
Other Services (except Public Administration)       ,1,0,Some other race(s),High School,31,55,6855,55
Other Services (except Public Administration)       ,1,0,Some other race(s),Some College,31,60,5887,60
Other Services (except Public Administration)       ,1,0,Some other race(s),Bachelors Degree or more,31,21,2173,21
Other Services (except Public Administration)       ,1,1,White only,Less than High School,31,324,32930,324
Other Services (except Public Administration)       ,1,1,White only,High School,31,729,71709,729
Other Services (except Public Administration)       ,1,1,White only,Some College,31,625,56515,625
Other Services (except Public Administration)       ,1,1,White only,Bachelors Degree or more,31,470,38733,470
Other Services (except Public Administration)       ,1,1,Black/African American only,Less than High School,31,64,5512,64
Other Services (except Public Administration)       ,1,1,Black/African American only,High School,31,90,8729,90
Other Services (except Public Administration)       ,1,1,Black/African American only,Some College,31,58,7289,58
Other Services (except Public Administration)       ,1,1,Black/African American only,Bachelors Degree or more,31,26,2764,26
Other Services (except Public Administration)       ,1,1,Asian only,Less than High School,31,11,968,11
Other Services (except Public Administration)       ,1,1,Asian only,High School,31,20,2044,20
Other Services (except Public Administration)       ,1,1,Asian only,Some College,31,14,1560,14
Other Services (except Public Administration)       ,1,1,Asian only,Bachelors Degree or more,31,16,1308,16
Other Services (except Public Administration)       ,1,1,Some other race(s),Less than High School,31,45,5242,45
Other Services (except Public Administration)       ,1,1,Some other race(s),High School,31,44,5382,44
Other Services (except Public Administration)       ,1,1,Some other race(s),Some College,31,42,4960,42
Other Services (except Public Administration)       ,1,1,Some other race(s),Bachelors Degree or more,31,22,2298,22
Public Administration,0,0,White only,Less than High School,31,320,30937,320
Public Administration,0,0,White only,High School,31,4010,354811,4010
Public Administration,0,0,White only,Some College,31,7772,722766,7772
Public Administration,0,0,White only,Bachelors Degree or more,31,9463,867250,9463
Public Administration,0,0,Black/African American only,Less than High School,31,121,13567,121
Public Administration,0,0,Black/African American only,High School,31,818,96096,818
Public Administration,0,0,Black/African American only,Some College,31,1956,230005,1956
Public Administration,0,0,Black/African American only,Bachelors Degree or more,31,2103,235923,2103
Public Administration,0,0,Asian only,Less than High School,31,45,3531,45
Public Administration,0,0,Asian only,High School,31,91,8230,91
Public Administration,0,0,Asian only,Some College,31,275,27141,275
Public Administration,0,0,Asian only,Bachelors Degree or more,31,811,78118,811
Public Administration,0,0,Some other race(s),Less than High School,31,110,10394,110
Public Administration,0,0,Some other race(s),High School,31,381,32071,381
Public Administration,0,0,Some other race(s),Some College,31,806,73996,806
Public Administration,0,0,Some other race(s),Bachelors Degree or more,31,642,62821,642
Public Administration,0,1,White only,Less than High School,31,376,36814,376
Public Administration,0,1,White only,High School,31,4664,454643,4664
Public Administration,0,1,White only,Some College,31,11228,1121613,11228
Public Administration,0,1,White only,Bachelors Degree or more,31,12816,1210580,12816
Public Administration,0,1,Black/African American only,Less than High School,31,121,13084,121
Public Administration,0,1,Black/African American only,High School,31,688,84780,688
Public Administration,0,1,Black/African American only,Some College,31,1462,180388,1462
Public Administration,0,1,Black/African American only,Bachelors Degree or more,31,1317,156240,1317
Public Administration,0,1,Asian only,Less than High School,31,26,3441,26
Public Administration,0,1,Asian only,High School,31,79,8804,79
Public Administration,0,1,Asian only,Some College,31,321,32071,321
Public Administration,0,1,Asian only,Bachelors Degree or more,31,882,83628,882
Public Administration,0,1,Some other race(s),Less than High School,31,86,6946,86
Public Administration,0,1,Some other race(s),High School,31,405,36237,405
Public Administration,0,1,Some other race(s),Some College,31,884,88383,884
Public Administration,0,1,Some other race(s),Bachelors Degree or more,31,592,61455,592
Public Administration,1,0,White only,Less than High School,31,76,7132,76
Public Administration,1,0,White only,High School,31,375,31183,375
Public Administration,1,0,White only,Some College,31,596,50936,596
Public Administration,1,0,White only,Bachelors Degree or more,31,450,36986,450
Public Administration,1,0,Black/African American only,Less than High School,31,22,1695,22
Public Administration,1,0,Black/African American only,High School,31,72,7090,72
Public Administration,1,0,Black/African American only,Some College,31,160,17768,160
Public Administration,1,0,Black/African American only,Bachelors Degree or more,31,134,13305,134
Public Administration,1,0,Asian only,Less than High School,31,2,120,2
Public Administration,1,0,Asian only,High School,31,3,250,3
Public Administration,1,0,Asian only,Some College,31,12,1259,12
Public Administration,1,0,Asian only,Bachelors Degree or more,31,30,2700,30
Public Administration,1,0,Some other race(s),Less than High School,31,17,1705,17
Public Administration,1,0,Some other race(s),High School,31,40,3195,40
Public Administration,1,0,Some other race(s),Some College,31,102,8264,102
Public Administration,1,0,Some other race(s),Bachelors Degree or more,31,44,3027,44
Public Administration,1,1,White only,Less than High School,31,88,7089,88
Public Administration,1,1,White only,High School,31,415,35834,415
Public Administration,1,1,White only,Some College,31,863,79529,863
Public Administration,1,1,White only,Bachelors Degree or more,31,712,62513,712
Public Administration,1,1,Black/African American only,Less than High School,31,38,2969,38
Public Administration,1,1,Black/African American only,High School,31,66,5862,66
Public Administration,1,1,Black/African American only,Some College,31,101,11456,101
Public Administration,1,1,Black/African American only,Bachelors Degree or more,31,73,6547,73
Public Administration,1,1,Asian only,Less than High School,31,1,111,1
Public Administration,1,1,Asian only,High School,31,5,779,5
Public Administration,1,1,Asian only,Some College,31,17,2027,17
Public Administration,1,1,Asian only,Bachelors Degree or more,31,33,2778,33
Public Administration,1,1,Some other race(s),Less than High School,31,14,927,14
Public Administration,1,1,Some other race(s),High School,31,31,2482,31
Public Administration,1,1,Some other race(s),Some College,31,77,5107,77
Public Administration,1,1,Some other race(s),Bachelors Degree or more,31,50,4799,50
Active Duty Military,0,0,White only,Less than High School,31,1,40,1
Active Duty Military,0,0,White only,High School,31,175,15517,175
Active Duty Military,0,0,White only,Some College,31,428,37947,428
Active Duty Military,0,0,White only,Bachelors Degree or more,31,296,27001,296
Active Duty Military,0,0,Black/African American only,Less than High School,31,4,456,4
Active Duty Military,0,0,Black/African American only,High School,31,64,6922,64
Active Duty Military,0,0,Black/African American only,Some College,31,131,11899,131
Active Duty Military,0,0,Black/African American only,Bachelors Degree or more,31,81,8509,81
Active Duty Military,0,0,Asian only,High School,31,6,451,6
Active Duty Military,0,0,Asian only,Some College,31,25,2028,25
Active Duty Military,0,0,Asian only,Bachelors Degree or more,31,18,1561,18
Active Duty Military,0,0,Some other race(s),Less than High School,31,2,193,2
Active Duty Military,0,0,Some other race(s),High School,31,34,3258,34
Active Duty Military,0,0,Some other race(s),Some College,31,72,7784,72
Active Duty Military,0,0,Some other race(s),Bachelors Degree or more,31,31,2943,31
Active Duty Military,0,1,White only,Less than High School,31,40,3870,40
Active Duty Military,0,1,White only,High School,31,1986,176157,1986
Active Duty Military,0,1,White only,Some College,31,2963,280716,2963
Active Duty Military,0,1,White only,Bachelors Degree or more,31,1806,161869,1806
Active Duty Military,0,1,Black/African American only,Less than High School,31,10,747,10
Active Duty Military,0,1,Black/African American only,High School,31,315,32459,315
Active Duty Military,0,1,Black/African American only,Some College,31,481,51308,481
Active Duty Military,0,1,Black/African American only,Bachelors Degree or more,31,213,23089,213
Active Duty Military,0,1,Asian only,Less than High School,31,4,466,4
Active Duty Military,0,1,Asian only,High School,31,67,5221,67
Active Duty Military,0,1,Asian only,Some College,31,120,11050,120
Active Duty Military,0,1,Asian only,Bachelors Degree or more,31,90,8669,90
Active Duty Military,0,1,Some other race(s),Less than High School,31,6,507,6
Active Duty Military,0,1,Some other race(s),High School,31,196,17015,196
Active Duty Military,0,1,Some other race(s),Some College,31,368,35648,368
